experience_emp;fichier_source;fonction_emp;formation_emp;lieu_emp;missions_emp;niveau_hierarchique;nom_societe_gemini;nom_societe_scrap;secteur_emp;soft_skills_emp;technos_emp;titre_emp;type_emp
NULL;13673-INFO-EMP-LINKEDIN-FR-1646315355.html;Distribution;NULL;Paris, Ile-de-France, France;NULL;Stagiaire;NULL;Lacoste;Confection et mode;NULL;NULL;Stagiaire Data Analyst (F/H);Temps plein
NULL;13674-INFO-EMP-LINKEDIN-FR-1638331547.html;Ingénierie;NULL;Puteaux, FR;NULL;Premier emploi;NULL;Datalake;Technologies de l’information;NULL;NULL;Ingénieur / Ingénieure système informatique;Temps plein
NULL;13558-INFO-EMP-LINKEDIN-FR-1610492058.html;Ingénierie;NULL;Lyon, FR;NULL;Premier emploi;NULL;ADERLY / Invest in Lyon;Technologies de l’information;NULL;NULL;Data scientist en imagerie médicale H/F;Temps plein
NULL;13675-INFO-EMP-LINKEDIN-FR-1616503045.html;Ingénierie;NULL;Paris, FR;NULL;Premier emploi;NULL;Alithya;Technologies de l’information;NULL;NULL;Ingénieur développeur Big Data ;Temps plein
NULL;13676-INFO-EMP-LINKEDIN-FR-1604826770.html;Ingénierie;NULL;Nantes, FR;NULL;Premier emploi;NULL;Sparklane;Technologies de l’information;NULL;NULL;Ingénieur Big Data;Temps plein
NULL;13677-INFO-EMP-LINKEDIN-FR-1631668386.html;Ingénierie;NULL;Paris, FR;NULL;Premier emploi;NULL;INGENIANCE;Technologies de l’information;NULL;NULL;Ingenieur developpement big data;Temps plein
NULL;13678-INFO-EMP-LINKEDIN-FR-1550925972.html;Conseil;NULL;Neuilly-sur-Seine, Île-de-France, France;NULL;Confirmé;NULL;JEMS;Ressources humaines;NULL;NULL;INGÉNIEUR *DEVOPS* H/F;Temps plein
NULL;13679-INFO-EMP-LINKEDIN-FR-1611009058.html;Technologies de l’information;NULL;Paris, FR;NULL;Premier emploi;NULL;Zenly;Logiciels informatiques;NULL;NULL;Data Analyst;CDD ou mission ponctuelle
NULL;13680-INFO-EMP-LINKEDIN-FR-1595462315.html;Analyste;NULL;Paris Area, France;NULL;Manager;NULL;Harnham;Marketing;NULL;NULL;DATA ANALYST SENIOR;Temps plein
NULL;13681-INFO-EMP-LINKEDIN-FR-1637893990.html;Technologies de l’information;NULL;Lyon, FR;NULL;Premier emploi;NULL;Roamler;Marketing et publicité;NULL;NULL;Data Analyst;Temps plein
NULL;13682-INFO-EMP-LINKEDIN-FR-1569854100.html;Commerce;NULL;Neuville-en-Ferrain, Hauts-de-France, France;NULL;Confirmé;NULL;Phildar;Technologies de l’information;NULL;NULL;Data Analyst;Temps plein
NULL;13683-INFO-EMP-LINKEDIN-FR-1640409256.html;Technologies de l’information;NULL;Paris, FR;NULL;Stagiaire;NULL;SmartAdServer;Technologies et services de l’information;NULL;NULL;Data Analyst (Intern);Temps plein
NULL;13684-INFO-EMP-LINKEDIN-FR-1616553459.html;Technologies de l’information;NULL;Lyon, FR;NULL;Premier emploi;NULL;Veolia;Technologies et services de l’information;NULL;NULL;Data Analyst-Data Scientist;Temps plein
NULL;13559-INFO-EMP-LINKEDIN-FR-1637893990.html;Technologies de l’information;NULL;Lyon, FR;NULL;Premier emploi;NULL;Roamler;Marketing et publicité;NULL;NULL;Data Analyst;Temps plein
NULL;13685-INFO-EMP-LINKEDIN-FR-1638878911.html;Technologies de l’information;NULL;Paris, FR;NULL;Premier emploi;NULL;ADD UP;Technologies et services de l’information;NULL;NULL;Data Analyst;Temps plein
NULL;13686-INFO-EMP-LINKEDIN-FR-1639152129.html;Technologies de l’information;NULL;Montpellier, FR;NULL;Premier emploi;NULL;CGIAR;Gestion des associations et fondations;NULL;NULL;Data Analyst;Temps plein
NULL;13687-INFO-EMP-LINKEDIN-FR-1642799834.html;Technologies de l’information;NULL;Paris, FR;NULL;Premier emploi;NULL;Datadog;Technologies et services de l’information;NULL;NULL;Data Analyst - Internal Analytics Platform;Temps plein
NULL;13688-INFO-EMP-LINKEDIN-FR-1605305598.html;Conseil;NULL;75009, Paris, Ile-de-France, France;NULL;Premier emploi;NULL;TSC;Analyste;NULL;NULL;Consultant Data Analyst;Temps plein
NULL;13689-INFO-EMP-LINKEDIN-FR-1609097045.html;Analyste;NULL;Massy, Ile-de-France, France;NULL;Confirmé;NULL;Osella Technology;Développement commercial;NULL;NULL;Senior Data Analyst;Temps plein
NULL;13690-INFO-EMP-LINKEDIN-FR-1551287155.html;Technologies de l’information;NULL;Paris, FR;NULL;Premier emploi;NULL;Doctolib;Technologies et services de l’information;NULL;NULL;Data Analyst;Temps plein
NULL;13691-INFO-EMP-LINKEDIN-FR-1640196760.html;Technologies de l’information;NULL;Paris, FR;NULL;Stagiaire;NULL;Deliveroo;Technologies et services de l’information;NULL;NULL;Data Analyst Intern;Stagiaire / Alternant
NULL;13692-INFO-EMP-LINKEDIN-FR-1538113645.html;Analyste;NULL;Roubaix, Nord-Pas-de-Calais, France;NULL;Confirmé;NULL;La Redoute;Autre;NULL;NULL;Data Analyst;Temps plein
NULL;13693-INFO-EMP-LINKEDIN-FR-1573124115.html;Analyste;NULL;Le Plessis-Belleville, Picardie, France;NULL;Stagiaire;NULL;CNH Industrial;Ingénierie;NULL;NULL;DATA ANALYST;CDD ou mission ponctuelle
NULL;13694-INFO-EMP-LINKEDIN-FR-1607883489.html;Technologies de l’information;NULL;Paris, FR;NULL;Non pertinent;NULL;Criteo;Internet;NULL;NULL;Data Analyst, Paris;Temps plein
NULL;13560-INFO-EMP-LINKEDIN-FR-1624194180.html;Ingénierie;NULL;Saint-Maurice-sur-Dargoire, FR;NULL;Premier emploi;NULL;MycommunIT;Technologies de l’information;NULL;NULL;DATA SCIENTIST (H/F) - Saint-Maurice;Temps plein
NULL;13695-INFO-EMP-LINKEDIN-FR-1584291041.html;Technologies de l’information;NULL;Paris et périphérie;NULL;Confirmé;NULL;Solocal;Marketing et publicité;NULL;NULL;Data Analyst;Temps plein
NULL;13696-INFO-EMP-LINKEDIN-FR-1569406855.html;Analyste;NULL;Région de Paris, France;NULL;Confirmé;NULL;Contentsquare;Conseil;NULL;NULL;Web Data Analyst;Temps plein
NULL;13697-INFO-EMP-LINKEDIN-FR-1640599739.html;Technologies de l’information;NULL;Paris, FR;NULL;Premier emploi;NULL;EXTERNATIC;Technologies et services de l’information;NULL;NULL;Data analyst;Temps plein
NULL;13698-INFO-EMP-LINKEDIN-FR-1596028650.html;Technologies de l’information;NULL;Bordeaux, Nouvelle-Aquitaine, France;NULL;Confirmé;NULL;Meritis;Management de projet;NULL;NULL;Data Analyst;Temps plein
NULL;13699-INFO-EMP-LINKEDIN-FR-1613333804.html;Autre;NULL;Montrouge, Île-de-France, France;NULL;Premier emploi;NULL;Groupe Crédit Agricole;Technologies de l’information;NULL;NULL;Data Analyst;Temps plein
NULL;13700-INFO-EMP-LINKEDIN-FR-1607890296.html;Finance;NULL;Région de Paris, France;NULL;Confirmé;NULL;Fortuneo;Marketing;NULL;NULL;Data analyst (h/f);Temps plein
NULL;13701-INFO-EMP-LINKEDIN-FR-1562348530.html;Technologies de l’information;NULL;Boulogne-Billancourt, Île-de-France, France;NULL;Stagiaire;NULL;Catalina France;Marketing et publicité;NULL;NULL;DATA ANALYST ;Temps plein
NULL;13702-INFO-EMP-LINKEDIN-FR-1181391775.html;Ingénierie;NULL;Paris, Île-de-France, France;NULL;Confirmé;NULL;Manpower France;Presse écrite;NULL;NULL;DATA Analyst;Temps plein
NULL;13703-INFO-EMP-LINKEDIN-FR-1638949709.html;Développement commercial;NULL;Lyon, FR;NULL;Confirmé;NULL;DeciVision;Ventes;NULL;NULL;Consultant décisionnel Business Intelligence confirmé F/H;Temps plein
NULL;13704-INFO-EMP-LINKEDIN-FR-1646252993.html;Développement commercial;NULL;Lyon 01, FR;NULL;Confirmé;NULL;Smily Rh;Ventes;NULL;NULL;Consultant / Consultante décisionnel - Business Intelligence (H/F);Temps plein
NULL;13561-INFO-EMP-LINKEDIN-FR-1390703995.html;Développement commercial;NULL;Lille, FR;NULL;Premier emploi;NULL;Harnham;Ventes;NULL;NULL;INGÉNIEUR DÉCISIONNEL BI;Temps plein
NULL;13705-INFO-EMP-LINKEDIN-FR-1602917662.html;Autre;NULL;Lyon, FR;NULL;Non pertinent;NULL;WiSH RECRUTEMENT;Recrutement;NULL;NULL;Chargé(e) de Projet Décisionnel / Data Manager (H/F);Temps plein
NULL;13706-INFO-EMP-LINKEDIN-FR-1640475021.html;Conseil;NULL;Lyon, FR;NULL;Confirmé;NULL;Danem People Group - Engineering & Technology Recruitment Specialists;Technologies de l’information;NULL;NULL;Consultant(e) Décisionnel BI F/H;Temps plein
NULL;13707-INFO-EMP-LINKEDIN-FR-1451696009.html;Conseil;NULL;Lyon, FR;NULL;Confirmé;NULL;Team Work;Technologies de l’information;NULL;NULL;Consultant(e) Décisionnel Senior - Business Intelligence;Temps plein
NULL;13708-INFO-EMP-LINKEDIN-FR-1575170312.html;Développement commercial;NULL;Lyon, FR;NULL;Confirmé;NULL;Freelance-info.fr;Ventes;NULL;NULL;Consultant Décisionnel (H/F) / Freelance;Temps plein
NULL;13709-INFO-EMP-LINKEDIN-FR-1606951136.html;Développement commercial;NULL;Lyon, FR;NULL;Manager;NULL;CITECH;Ventes;NULL;NULL;Consultant Décisionnel (H/F);Temps plein
NULL;13710-INFO-EMP-LINKEDIN-FR-1640585826.html;Développement commercial;NULL;Villeurbanne, FR;NULL;Confirmé;NULL;Amiltone;Ventes;NULL;NULL;Consultant décisionnel ETL/ESB F/H;Temps plein
NULL;13711-INFO-EMP-LINKEDIN-FR-1573149650.html;Développement commercial;NULL;Lyon, FR;NULL;Confirmé;NULL;Umanis;Ventes;NULL;NULL;CONSULTANT BUSINESS INTELLIGENCE H/F LYON;Temps plein
NULL;13712-INFO-EMP-LINKEDIN-FR-1599910885.html;Technologies de l’information;NULL;Lyon, FR;NULL;Confirmé;NULL;Astek;Conseil;NULL;NULL;Consultant BI / QlickView (F/H);Temps plein
NULL;13713-INFO-EMP-LINKEDIN-FR-1622737346.html;Développement commercial;NULL;Lyon, FR;NULL;Confirmé;NULL;Danem Group;Ventes;NULL;NULL;Consultant BI décisionnel QlikSense F/H;Temps plein
NULL;13714-INFO-EMP-LINKEDIN-FR-1640739685.html;Développement commercial;NULL;Lyon, FR;NULL;Confirmé;NULL;CITECH;Ventes;NULL;NULL;Consultant Décisionnel F/H;Temps plein
NULL;13562-INFO-EMP-LINKEDIN-FR-1451077490.html;Développement commercial;NULL;Lyon, FR;NULL;Premier emploi;NULL;EOLE Consulting;Ventes;NULL;NULL;Ingénieur Décisionnel/BI H/F;Temps plein
NULL;13715-INFO-EMP-LINKEDIN-FR-1497554899.html;Développement commercial;NULL;Lyon, FR;NULL;Non pertinent;NULL;Atos;Ventes;NULL;NULL;Consultant décisionnel / Big Data (H/F);Temps plein
NULL;13716-INFO-EMP-LINKEDIN-FR-1590167782.html;Développement commercial;NULL;Lyon, FR;NULL;Confirmé;NULL;Everwin;Ventes;NULL;NULL;Consultant Decisionnel BI (H/F);Temps plein
NULL;13717-INFO-EMP-LINKEDIN-FR-1564431808.html;Développement commercial;NULL;Lyon, FR;NULL;Confirmé;NULL;DeciVision;Ventes;NULL;NULL;Consultant décisionnel stagiaire H/F - Lyon;Temps plein
NULL;13718-INFO-EMP-LINKEDIN-FR-1418691215.html;Ingénierie;NULL;Région de Lyon, France;NULL;Confirmé;NULL;Smile Open Source Solutions;Technologies et services de l’information;NULL;NULL;CONSULTANT DÉCISIONNEL H/F;Temps plein
NULL;13719-INFO-EMP-LINKEDIN-FR-1599912507.html;Technologies de l’information;NULL;Lyon, FR;NULL;Confirmé;NULL;Astek;Conseil;NULL;NULL;Consultant MS BI (F/H);Temps plein
NULL;13720-INFO-EMP-LINKEDIN-FR-1566353655.html;Développement commercial;NULL;Villeurbanne, FR;NULL;Confirmé;NULL;Micropole;Ventes;NULL;NULL;Consultant décisionnel - H/F;Temps plein
NULL;13721-INFO-EMP-LINKEDIN-FR-1618418909.html;Ingénierie;NULL;Puteaux, FR;NULL;Premier emploi;NULL;Datalake;Technologies de l’information;NULL;NULL;INGÉNIEUR / INGÉNIEURE SYSTÈME INFORMATIQUE (H/F);Temps plein
NULL;13722-INFO-EMP-LINKEDIN-FR-1582179705.html;Technologies de l’information;NULL;Cestas, Nouvelle-Aquitaine, France;NULL;Confirmé;NULL;Lectra;Ingénierie;NULL;NULL;Ingénieur développement data HF;Temps plein
NULL;13723-INFO-EMP-LINKEDIN-FR-1486245080.html;Ingénierie;NULL;Levallois-Perret, FR;NULL;Premier emploi;NULL;Micropole;Technologies de l’information;NULL;NULL;Ingénieur d'Etudes Décisionnel Senior - Data Intelligence H/F;Temps plein
NULL;13724-INFO-EMP-LINKEDIN-FR-1573136793.html;Ventes;NULL;Enghien-les-Bains, Île-de-France, France;NULL;Manager;NULL;Octopeek;Développement commercial;NULL;NULL;Ingénieur d'Affaires Expert BIG DATA/IA;Temps plein
NULL;13563-INFO-EMP-LINKEDIN-FR-1578578508.html;Technologies de l’information;NULL;Lyon, Auvergne-Rhone-Alpes, France;NULL;Premier emploi;NULL;Axway;Études/recherche;NULL;NULL;Big Data Software Developer;Temps plein
NULL;13725-INFO-EMP-LINKEDIN-FR-1602840347.html;Ingénierie;NULL;Nantes, FR;NULL;Confirmé;NULL;Gfi world;Technologies de l’information;NULL;NULL;Ingénieur d'études BI H/F;Temps plein
NULL;13726-INFO-EMP-LINKEDIN-FR-1610898392.html;Ingénierie;NULL;Nantes, FR;NULL;Premier emploi;NULL;Baldwin Partners;Technologies de l’information;NULL;NULL;Ingénieur big data CDI;Temps plein
NULL;13727-INFO-EMP-LINKEDIN-FR-1607894233.html;Ingénierie;NULL;Neuilly-sur-Seine, Île-de-France, France;NULL;Confirmé;NULL;GROUPE M6;Technologies de l’information;NULL;NULL;CDI Ingénieur de Développement / moteurs d'optimisation H/F;Temps plein
NULL;13728-INFO-EMP-LINKEDIN-FR-1637398350.html;Ingénierie;NULL;Paris, FR;NULL;Premier emploi;NULL;Logware;Technologies de l’information;NULL;NULL;Ingénieur Big Data;Temps plein
NULL;13729-INFO-EMP-LINKEDIN-FR-1451239102.html;Ingénierie;NULL;Rennes, FR;NULL;Premier emploi;NULL;Neosoft Solutions Inc;Technologies de l’information;NULL;NULL;Ingénieur Big Data;Temps plein
NULL;13730-INFO-EMP-LINKEDIN-FR-1635559697.html;Technologies de l’information;NULL;Paris 04, Île-de-France, France;NULL;Confirmé;NULL;MFG Labs;Ingénierie;NULL;NULL;Ingénieur Python H/F;Temps plein
NULL;13731-INFO-EMP-LINKEDIN-FR-1602844051.html;Ingénierie;NULL;Lille, FR;NULL;Premier emploi;NULL;Devoteam;Technologies de l’information;NULL;NULL;Ingénieur Big data H/F;Temps plein
